دانشكده درس 	دانشكده درس 	گروه آموزشي 	گروه آموزشي 	شماره و گروه درس	نام درس	کل	ع	ظر فيت	ثبت نام شده	تعداد ليست انتظار	جنسيت	نام استاد	زمان و مكان ارائه/ امتحان	توضيحات	امكان اخذ درس توسط ساير مراكز	حذف اضطراري
14	فني و مهندسي	13	كامپيوتر	1413016_01	سيستمهاي عامل	3	0	45	37	0	مختلط	دباغي زرندي فهيمه<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 326 فني و مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413023_01	شبكه هاي كامپيوتري	3	0	40	24	0	مختلط	حجت نوقي امين<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413025_01	كارگاه عمومي	1	1	16	11	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): يك شنبه 08:00-10:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413025_02	كارگاه عمومي	1	1	21	21	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): يك شنبه 10:00-12:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413025_03	كارگاه عمومي	1	1	20	20	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): يك شنبه 13:30-15:30 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413032_01	آزمايشگاه سيستم هاي عامل	1	1	26	25	0	مختلط	جوادي مقدم شيما<BR>	درس(ع): دوشنبه 13:30-15:30 مکان: كارگاه كامپيوتر<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413034_01	پروژه	3	3	30	17	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413051_01	گرافيك كامپيوتري	3	0	30	15	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): شنبه 08:00-10:00 مکان: 139 فني و مهندسي<BR> درس(ت): چهارشنبه 15:30-16:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 16:30-17:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413053_01	رياضيات گسسته	3	0	45	40	0	مختلط	ميرمخلصوني مهنام سادات<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 228 فني و مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413053_02	رياضيات گسسته	3	0	45	42	0	مختلط	ميرمخلصوني مهنام سادات<BR>	درس(ت): شنبه 15:30-17:30 مکان: 119 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413055_01	تحليل و طراحي سيستم ها	3	0	50	47	0	مختلط	صباغ جعفري سيد مجتبي<BR>	درس(ت): شنبه 15:30-17:30 مکان: 326 فني و مهندسي<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413056_01	پايگاه داده ها	3	0	52	52	0	مختلط	صباغ جعفري سيد مجتبي<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: ك346فني<BR> درس(ت): سه شنبه 15:30-16:30 مکان: ك346فني<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: ك346فني<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413057_01	اصول مديريت وبرنامه ريزي راهبردي فناوري اطلاعات	3	0	40	29	0	مختلط	شهريور شاهرخ<BR>	درس(ت): شنبه 15:30-17:30 مکان: 139 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: كارگاه كامپيوتر<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413059_01	مباني كامپيوتروبرنامه سازي	3	0	40	35	0	مختلط	جوادي مقدم شيما<BR>	درس(ت): شنبه 15:30-17:30 مکان: كارگاه كامپيوتر<BR> درس(ت): سه شنبه 08:00-09:00 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413059_02	مباني كامپيوتروبرنامه سازي	3	0	51	51	0	مختلط	جوادي مقدم شيما<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: كارگاه كامپيوتر<BR> درس(ت): سه شنبه 10:00-11:00 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413061_01	روش پژوهش و ارائه	2	0	40	33	0	مختلط	شهريور شاهرخ<BR>	درس(ت): يك شنبه 13:30-14:30 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): يك شنبه 14:30-15:30 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.29) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413062_01	طراحي كامپيوتري سيستم هاي ديجيتال	3	0	60	55	0	مختلط	يزدان پناه احمد آبادي فهيمه<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 326 فني و مهندسي<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413063_01	سيگنال ها و سيستم ها	3	0	40	28	0	مختلط	قلي زاده محمد حسين<BR>	درس(ت): شنبه 10:00-12:00 مکان: 229 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413064_01	ريزپردازنده وزبان اسمبلي	3	0	60	52	0	مختلط	يزدان پناه احمد آبادي فهيمه<BR>	درس(ت): شنبه 08:00-10:00 مکان: 326 فني و مهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413065_01	هوش مصنوعي وسيستم هاي خبره	3	0	30	28	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 231 فني و مهندسي<BR> درس(ت): چهارشنبه 13:30-14:30 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 14:30-15:30 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413066_01	آز مدارهاي منطقي ومعماري كامپيوتر	1	1	12	10	0	مختلط	شريفي رستم آبادي حجت<BR>	درس(ع): دوشنبه 08:00-10:00 مکان: آزديجيتال و ريزپردازنده<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413066_02	آز مدارهاي منطقي ومعماري كامپيوتر	1	1	12	11	0	مختلط	شريفي رستم آبادي حجت<BR>	درس(ع): سه شنبه 10:00-12:00 مکان: آزديجيتال و ريزپردازنده<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413067_01	آزمايشگاه شبكه هاي كامپيوتري	1	1	15	9	0	مختلط	دراني محمد رضا<BR>	درس(ع): يك شنبه 15:30-17:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413067_02	آزمايشگاه شبكه هاي كامپيوتري	1	1	16	16	0	مختلط	دراني محمد رضا<BR>	درس(ع): سه شنبه 13:30-15:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان ندارد
14	فني و مهندسي	13	كامپيوتر	1413070_01	اقتصاد مهندسي	3	0	40	18	0	مختلط	شهريور شاهرخ<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: كارگاه كامپيوتر<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413078_01	مباني داده كاوي	3	0	40	19	0	مختلط	جوادي مقدم شيما<BR>	درس(ت): شنبه 17:30-19:30 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413080_01	سيستم هاي اطلاعات مديريت	3	0	40	24	0	مختلط	اميري رامين<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 326 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-09:00 مکان: فني 114<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: فني 114<BR> امتحان(1404.10.23) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413089_01	مباحث ويژه1	3	0	40	31	0	مختلط	پورباقري سيدمحمد<BR>	درس(ت): يك شنبه 17:30-19:30 مکان: كارگاه كامپيوتر<BR> درس(ت): سه شنبه 17:30-18:30 مکان: كارگاه كامپيوتر<BR> حل تمرين(ت): سه شنبه 18:30-19:30 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413096_01	سيستم هاي نهفته و بيدرنگ	3	0	20	11	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: 141 فني و مهندسي<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413102_01	معماري كامپيوتر پيشرفته	3	0	15	7	0	مختلط	يزدان پناه احمد آبادي فهيمه<BR>	درس(ت): شنبه 10:00-12:00 مکان: 139 فني و مهندسي<BR> درس(ت): يك شنبه 10:00-11:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): يك شنبه 11:00-12:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413103_01	طراحي سيستم هاي تحمل پذير اشكال	3	0	15	2	0	مختلط	شريفي رستم آبادي حجت<BR>	درس(ت): شنبه 13:30-15:30 مکان: 139 فني و مهندسي<BR> درس(ت): يك شنبه 13:30-14:30 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): يك شنبه 14:30-15:30 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413104_01	شبكه هاي كامپيوتري پيشرفته	3	0	15	7	0	مختلط	علايي محمد<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق دكتر علايي<BR> درس(ت): يك شنبه 08:00-09:00 مکان: اتاق دكتر علايي<BR> حل تمرين(ت): يك شنبه 09:00-10:00 مکان: اتاق دكتر علايي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413112_01	سمينار	2	0	15	2	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413113_01	پايان نامه	6	0	15	4	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413120_01	كارگاه كامپيوتر	1	1	20	15	0	مختلط	دراني محمد رضا<BR>	درس(ع): يك شنبه 13:30-15:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413120_02	كارگاه كامپيوتر	1	1	20	20	0	مختلط	دراني محمد رضا<BR>	درس(ع): سه شنبه 15:30-17:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413120_03	كارگاه كامپيوتر	1	1	20	19	0	مختلط	دراني محمد رضا<BR>	درس(ع): چهارشنبه 13:30-15:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413120_04	كارگاه كامپيوتر	1	1	25	24	0	مختلط	دراني محمد رضا<BR>	درس(ع): چهارشنبه 15:30-17:30 مکان: آزسيستم عامل و آز شبكه<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413121_01	جبرخطي	3	0	35	14	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): شنبه 10:00-12:00 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413121_02	جبرخطي	3	0	35	28	0	مختلط	حاج عبدالهي اودرجي محسن<BR>	درس(ت): شنبه 13:30-15:30 مکان: 231 فني و مهندسي<BR> درس(ت): دوشنبه 13:30-14:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 14:30-15:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413128_01	مدارهاي الكتريكي و الكترونيكي	3	0	10	3	0	مختلط	زينلي دولت آبادي فاطمه<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 201 شهيد فخري زاده<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 120 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413130_01	داده ساختارها و الگوريتم ها	3	0	20	15	0	مختلط	دباغي زرندي فهيمه<BR>	درس(ت): شنبه 08:00-10:00 مکان: 119 فني و مهندسي<BR> درس(ت): دوشنبه 08:00-09:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 09:00-10:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413182_01	زبان تخصصي كامپيوتر	2	0	34	33	0	مختلط	علايي محمد<BR>	درس(ت): سه شنبه 08:00-09:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413182_02	زبان تخصصي كامپيوتر	2	0	34	19	0	مختلط	علايي محمد<BR>	درس(ت): چهارشنبه 08:00-09:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413183_01	هوش مصنوعي و تحول ديجيتال	2	1	38	36	0	مختلط	اميري رامين<BR>	درس(ت): سه شنبه 13:30-14:30 مکان: كارگاه كامپيوتر<BR> حل تمرين(ع): سه شنبه 14:30-15:30 مکان: كارگاه كامپيوتر<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	13	كامپيوتر	1413184_01	مباحث ويژه در شبكه هاي كامپيوتري	3	0	15	8	0	مختلط	علايي محمد<BR>	درس(ت): شنبه 15:30-17:30 مکان: اتاق دكتر علايي<BR> درس(ت): يك شنبه 15:30-16:30 مکان: اتاق دكتر علايي<BR> حل تمرين(ت): يك شنبه 16:30-17:30 مکان: اتاق دكتر علايي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414003_01	علم مواد	3	0	30	7	0	مختلط	خدادادي محمود<BR>	درس(ت): شنبه 17:30-19:30 مکان: ك346فني<BR> درس(ت): يك شنبه 17:30-18:30 مکان: ك346فني<BR> حل تمرين(ت): يك شنبه 18:30-19:30 مکان: ك346فني<BR> امتحان(1404.11.01) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414004_01	استاتيك	3	0	25	18	0	مختلط	حاج حسيني محمد<BR>	درس(ت): شنبه 17:30-19:30 مکان: 230 فني مهندسي<BR> درس(ت): دوشنبه 08:00-09:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): دوشنبه 09:00-10:00 مکان: 230 فني مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414004_02	استاتيك	3	0	34	34	0	مختلط	حاج حسيني محمد<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 230 فني مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 230 فني مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414005_01	رياضي مهندسي	3	0	36	36	0	مختلط	حقيقي بهراد<BR>	درس(ت): دوشنبه 13:30-15:30 مکان: ك346فني<BR> درس(ت): سه شنبه 10:00-11:00 مکان: ك346فني<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: ك346فني<BR> امتحان(1404.10.18) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414006_01	مباني مهندسي برق 1	3	0	12	10	0	مختلط	شاكري شمسي زهرا<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414007_01	مباني مهندسي برق 2	3	0	30	20	0	مختلط	زينلي دولت آبادي فاطمه<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: ك346فني<BR> درس(ت): سه شنبه 13:30-14:30 مکان: ك346فني<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: ك346فني<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414008_01	آز مباني مهندسي برق	1	1	12	12	0	مختلط	حميدي راد حامد<BR>	درس(ع): شنبه 13:30-15:30 مکان: آز ماشين الكتريكي و كارگاه برق<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414008_02	آز مباني مهندسي برق	1	1	12	12	0	مختلط	حميدي راد حامد<BR>	درس(ع): شنبه 15:30-17:30 مکان: آز ماشين الكتريكي و كارگاه برق<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414010_01	ديناميك	4	0	15	12	0	مختلط	محمدي ميثم<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 230 فني مهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 230 فني مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414010_02	ديناميك	4	0	24	23	0	مختلط	محمدي ميثم<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: ك346فني<BR> درس(ت): سه شنبه 17:30-18:30 مکان: 326 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 18:30-19:30 مکان: 326 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414011_01	مقاومت مصالح 1	3	0	35	35	0	مختلط	حاج حسيني محمد<BR>	درس(ت): شنبه 10:00-12:00 مکان: ك346فني<BR> درس(ت): دوشنبه 10:00-11:00 مکان: ك346فني<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: ك346فني<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414012_01	ترموديناميك 1	3	0	25	24	0	مختلط	شفيعي دهج محمد<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: ك346فني<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 230 فني مهندسي<BR> حل تمرين(ت): سه شنبه 14:30-15:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414013_01	ترموديناميك 2	3	0	25	12	0	مختلط	فرزان هادي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 120 فني و مهندسي<BR> درس(ت): سه شنبه 17:30-18:30 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 18:30-19:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414014_01	آز ترموديناميك	1	1	14	5	0	مختلط	فرزان هادي<BR>	درس(ع): چهارشنبه 08:00-10:00 مکان: آزترموديناميك طبقه همكف ورودي چرخ دنده ها<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414015_01	مكانيك سيالات 1	3	0	25	20	0	مختلط	پورباقري سيدحامد<BR>	درس(ت): شنبه 17:30-19:30 مکان: 120 فني و مهندسي<BR> درس(ت): دوشنبه 17:30-18:30 مکان: 230 فني مهندسي<BR> حل تمرين(ت): دوشنبه 18:30-19:30 مکان: 230 فني مهندسي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414016_01	مكانيك سيالات 2	3	0	15	14	0	مختلط	شفيعي دهج محمد<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 120 فني و مهندسي<BR> درس(ت): سه شنبه 08:00-09:00 مکان: فني و مهندسي336<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: فني و مهندسي336<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414017_01	آز مكانيك سيالات	1	1	15	15	0	مختلط	سپهر مرتضي<BR>	درس(ع): سه شنبه 10:00-12:00 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414018_01	طراحي اجزائ 1	3	0	33	32	0	مختلط	عسكريان پور داوران عبدالرضا<BR>	درس(ت): شنبه 13:30-15:30 مکان: 230 فني مهندسي<BR> درس(ت): چهارشنبه 08:00-09:00 مکان: 229 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 09:00-10:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414020_01	مقاومت مصالح 2	2	0	30	14	0	مختلط	تقي پور لاهيجاني ياسر<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414021_01	آز مقاومت مصالح	1	1	14	14	0	مختلط	عسكريان پور داوران عبدالرضا<BR>	درس(ع): يك شنبه 10:00-12:00 مکان: آزمايشگاه مقاومت مصالح داخل كارگاه جوش<BR> 		-	امكان ندارد
14	فني و مهندسي	14	مكانيك	1414022_01	انتقال حرارت 1	3	0	20	11	0	مختلط	حاج عبداللهي حسن<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: 120 فني و مهندسي<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: 230 فني مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414023_01	ديناميك ماشين	3	0	25	19	0	مختلط	شهاب الديني ابوالفضل<BR>	درس(ت): دوشنبه 13:30-14:30 مکان: 230 فني مهندسي<BR> درس(ت): سه شنبه 13:30-15:30 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 14:30-15:30 مکان: 230 فني مهندسي<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	14	مكانيك	1414024_01	ارتعاشات مكانيكي	3	0	25	20	0	مختلط	عسكريان پور داوران عبدالرضا<BR>	درس(ت): شنبه 15:30-17:30 مکان: 120 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 120 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 120 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
