دانشكده درس 	دانشكده درس 	گروه آموزشي 	گروه آموزشي 	شماره و گروه درس	نام درس	کل	ع	ظر فيت	ثبت نام شده	تعداد ليست انتظار	جنسيت	نام استاد	زمان و مكان ارائه/ امتحان	توضيحات	امكان اخذ درس توسط ساير مراكز	حذف اضطراري
14	فني و مهندسي	17	معدن	1417026_01	برنامه سازي كامپيوتر	3	0	50	24	0	مختلط	قاسمي عليرضا<BR>	درس(ت): شنبه 11:00-12:00 مکان: كارگاه كامپيوترطبقه اول فني<BR> درس(ت): دوشنبه 10:00-12:00 مکان: كارگاه كامپيوترطبقه اول فني<BR> امتحان(1404.10.29) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417036_01	زمين شناسي ساختاري	2	0	45	22	0	مختلط	ربيعي وزيري مجتبي<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: كارگاه كامپيوترطبقه اول فني<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417038_01	استاتيك	3	0	20	19	0	مختلط	تقي پور لاهيجاني ياسر<BR>	درس(ت): شنبه 15:30-17:30 مکان: 230 فني مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 115 فني<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 115 فني<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417039_01	مقاومت مصالح	3	0	25	21	0	مختلط	تقي پور لاهيجاني ياسر<BR>	درس(ت): شنبه 17:30-19:30 مکان: 228 فني و مهندسي<BR> درس(ت): دوشنبه 17:30-18:30 مکان: 228 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 18:30-19:30 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417040_01	مكانيك سيالات	3	0	20	10	0	مختلط	پورباقري سيدحامد<BR>	درس(ت): شنبه 17:30-19:30 مکان: 120 فني و مهندسي<BR> درس(ت): دوشنبه 17:30-18:30 مکان: 230 فني مهندسي<BR> حل تمرين(ت): دوشنبه 18:30-19:30 مکان: 230 فني مهندسي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417041_01	نقشه كشي صنعتي وCAD 	2	1	16	11	0	مختلط	قاسمي عليرضا<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: كارگاه كامپيوترطبقه اول فني<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417047_04	سنگ شناسي	2	0	35	31	0	مختلط	حسيني سيد ضياء<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 229 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417048_01	آزمايشگاه سنگ شناسي	1	1	8	7	0	مختلط	حسيني سيد ضياء<BR>	درس(ع): دوشنبه 11:00-12:00 مکان: آزمايشگاه كاني شناسي<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417048_02	آزمايشگاه سنگ شناسي	1	1	10	8	0	مختلط	حسيني سيد ضياء<BR>	درس(ع): چهارشنبه 09:00-10:00 مکان: آزمايشگاه كاني شناسي<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417048_03	آزمايشگاه سنگ شناسي	1	1	9	9	0	مختلط	حسيني سيد ضياء<BR>	درس(ع): چهارشنبه 10:00-11:00 مکان: آزمايشگاه كاني شناسي<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417048_04	آزمايشگاه سنگ شناسي	1	1	10	8	0	مختلط	حسيني سيد ضياء<BR>	درس(ع): دوشنبه 10:00-11:00 مکان: آزمايشگاه كاني شناسي<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417049_01	زمين شناسي اقتصادي	2	0	30	6	0	مختلط	زين الديني احسان<BR>	درس(ت): يك شنبه 17:30-19:30 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417050_01	كارتوگرافي	1	0.5	16	16	0	مختلط	عليرضايي علي<BR>	درس(ت): شنبه 10:00-11:00 مکان: ك345فني<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417050_02	كارتوگرافي	1	0.5	35	13	0	مختلط	عليرضايي علي<BR>	درس(ت): شنبه 11:00-12:00 مکان: ك345فني<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417052_01	كارگاه عمومي	1	1	12	7	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ع): يك شنبه 13:30-14:30 مکان: آزمايشگاه كاني شناسي<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417053_01	سمينار	2	0	10	7	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	17	معدن	1417053_02	سمينار	2	0	10	0	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	17	معدن	1417054_01	پايان نامه	6	0	10	11	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	17	معدن	1417054_02	پايان نامه	6	0	10	0	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	17	معدن	1417063_01	زبان تخصصي معدن	2	0	20	15	0	مختلط	عليرضايي علي<BR>	درس(ت): شنبه 15:30-17:30 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417077_01	مباني كانه آرايي	2	0	5	3	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): يك شنبه 10:00-12:00<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417078_01	آزمايشگاه مباني كانه آرايي	1	1	5	3	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ع): سه شنبه 10:00-11:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417081_01	اقتصاد معدني	2	0	40	12	0	مختلط	شهرياري هادي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417083_01	كنترل زمين و نگهداري	2	0	30	29	0	مختلط	محمدي حميد<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417085_01	ژئوتكنيك	2	0	15	15	0	مختلط	تقوايي نژاد مجتبي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 105فني<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417089_01	معدنكاري زيرزميني	3	0	40	16	0	مختلط	ربيعي وزيري مجتبي<BR>	درس(ت): شنبه 17:30-19:30 مکان: ك345فني<BR> درس(ت): دوشنبه 17:30-19:30 مکان: ك345فني<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417107_01	مهندسي ديواره هاي شيب دار	2	0	20	7	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ت): چهارشنبه 17:30-19:30 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417110_01	پروژه	3	3	20	14	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	17	معدن	1417127_01	زمين شناسي در مهندسي معدن	2	0	55	43	0	مختلط	شهرياري هادي<BR>	درس(ت): شنبه 08:00-10:00 مکان: ك345فني<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417128_01	كاني شناسي	2	0	20	16	0	مختلط	حسيني سيد ضياء<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: آزمايشگاه كاني شناسي<BR> امتحان(1404.10.29) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417131_01	مكانيك سنگ و آزمايشگاه	3	1	40	16	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ت): يك شنبه 14:30-15:30 مکان: 141 فني و مهندسي<BR> درس(ع): يك شنبه 15:30-17:30 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417133_01	كانه آرائي و آزمايشگاه	3	1	30	23	0	مختلط	مالكي مقدم مصطفي<BR>ضياالديني آوراني فاطمه<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: فني 114<BR> درس(ع): سه شنبه 10:00-11:00 مکان: آزمايشگاه كاني شناسي<BR> درس(ع): سه شنبه 11:00-12:00 مکان: آزمايشگاه كاني شناسي<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417134_01	فلوتاسيون و آزمايشگاه	2	0.5	20	6	0	مختلط	پارساپور غلامعباس<BR>ضياالديني آوراني فاطمه<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: ك345فني<BR> درس(ع): دوشنبه 15:30-16:30 مکان: آز فراوري و كانه آرايي<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417134_02	فلوتاسيون و آزمايشگاه	2	0.5	21	21	0	مختلط	پارساپور غلامعباس<BR>ضياالديني آوراني فاطمه<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: ك345فني<BR> درس(ع): سه شنبه 17:30-18:30 مکان: ك201فني<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417135_01	مباني هيدرومتالورژي	2	0.5	30	7	0	مختلط	زندوكيلي سعيد<BR>	درس(ت): شنبه 08:00-10:00 مکان: 106 شهيد فخري زاده<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417137_01	هيدروژئولوژي و زهكشي	2	0	20	18	0	مختلط	تقوايي نژاد مجتبي<BR>	درس(ت): دوشنبه 13:30-15:30 مکان: 115 فني<BR> امتحان(1404.11.01) ساعت : 10:00-12:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417138_01	مهندسي انفجار	2	0	35	22	0	مختلط	ربيعي وزيري مجتبي<BR>	درس(ت): سه شنبه 13:30-15:30 مکان: 115 فني<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417139_01	معدن كاري سطحي (98 )	2	0	20	16	0	مختلط	ربيعي وزيري مجتبي<BR>	درس(ت): سه شنبه 10:00-12:00 مکان: 115 فني<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417140_01	تهويه در معادن (نظري و عملي)98	2	0.5	50	26	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ت): چهارشنبه 13:30-15:30 مکان: ك244فني<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417141_01	طراحي معادن (98)	2	1	40	9	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ت): چهارشنبه 15:30-17:30 مکان: 141 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 14:00-16:00<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417143_01	ژئوشيمي اكتشافي	2	0	52	26	0	مختلط	حسيني سيد ضياء<BR>	درس(ت): شنبه 08:00-10:00 مکان: 230 فني مهندسي<BR> امتحان(1404.11.01) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417144_01	ژئوفيزيك اكتشافي و عمليات	3	1	35	31	0	مختلط	شهرياري هادي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: كلاس 302 فني مهندسي<BR> درس(ع): چهارشنبه 15:30-16:30 مکان: ك201فني<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417144_02	ژئوفيزيك اكتشافي و عمليات	3	1	30	4	0	مختلط	شهرياري هادي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: كلاس 302 فني مهندسي<BR> درس(ع): چهارشنبه 16:30-17:30 مکان: ك201فني<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417145_01	اصول اكتشاف و ارزيابي ذخاير معدني	2	0.5	40	10	0	مختلط	تقوايي نژاد مجتبي<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: 102 شهيد فخري زاده<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417146_01	آشنايي با نرم افزارهاي معدني	2	1	20	18	0	مختلط	شمس الديني فرد عليرضا<BR>	درس(ت): يك شنبه 17:30-19:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417153_01	حقوق و قانون معادن	1	0	30	28	0	مختلط	حسيني راويز سيدمحمد رضا<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: ك346فني<BR> امتحان(1404.10.21) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417160_01	ترموديناميك	2	0	20	13	0	مختلط	شفيعي دهج محمد<BR>	درس(ت): شنبه 13:30-15:30 مکان: ك346فني<BR> امتحان(1404.10.21) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417162_01	مكانيك محيط هاي پيوسته در سنگ	3	0	8	8	0	مختلط	ربيعي وزيري مجتبي<BR>	درس(ت): شنبه 15:30-16:30 مکان: دفتر گروه مهندسي معدن<BR> درس(ت): دوشنبه 15:30-17:30 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417163_01	طراحي و اجراي فضاهاي زير زميني	3	0	8	8	0	مختلط	موسوي سيد امين<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: فني 114<BR> درس(ت): دوشنبه 08:00-09:00 مکان: 141 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417198_01	آشنايي با مهندسي معدن ( كاربيني)	1	0.5	50	47	0	مختلط	زندوكيلي سعيد<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: ك201فني<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417212_01	روش تحقيق و سمينار	2	1	25	18	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): دوشنبه 09:00-10:00<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417213_01	كانه آرائي پيشرفته	3	0	25	16	0	مختلط	مالكي مقدم مصطفي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 108علوم<BR> درس(ت): سه شنبه 13:30-14:30 مکان: 108علوم<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417215_01	مهندسي خردايش	2	0	25	18	0	مختلط	مالكي مقدم مصطفي<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417216_01	روش تحقيق و سمينار (سنگ)	2	1	15	7	0	مختلط	پارساپور غلامعباس<BR>	درس(ت): دوشنبه 09:00-10:00 مکان: فني 114<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417217_01	ژئومكانيك پيشرفته	3	0	15	8	0	مختلط	محمدي حميد<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: كارگاه كامپيوترطبقه اول فني<BR> درس(ت): دوشنبه 10:00-11:00 مکان: دفتر گروه مهندسي معدن<BR> امتحان(1404.10.21) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417218_01	روشهاي عددي	3	0	15	8	0	مختلط	محمدي حميد<BR>	درس(ت): شنبه 16:30-17:30 مکان: 210 علوم<BR> درس(ت): يك شنبه 10:00-12:00 مکان: 214 علوم<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417229_01	مباني هيدرومتالوژي و آزمايشگاه	3	1	5	3	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): شنبه 08:00-10:00<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418006_01	مديريت و كنترل پروژه	3	0	40	20	0	مختلط	حسيني زكيه <BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 119 فني و مهندسي<BR> درس(ت): چهارشنبه 15:30-17:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418007_01	ارزيابي كار و زمان	3	0	40	19	0	مختلط	كريمي حسن آبادي محمدعلي<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 125 فني و مهندسي<BR> درس(ت): چهارشنبه 08:00-10:00 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 10:00-12:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418011_01	جبرخطي	3	0	40	11	0	مختلط	ملاحسني سميه<BR>	درس(ت): شنبه 10:00-12:00 مکان: 124 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 10:00-12:00 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418012_01	آمارمهندسي	3	0	40	12	0	مختلط	ملاحسني سميه<BR>	درس(ت): شنبه 15:30-17:30 مکان: 125 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 10:00-12:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418013_01	تحقيق در عمليات1	3	0	40	24	0	مختلط	اسماعيلي مهين<BR>	درس(ت): شنبه 10:00-12:00 مکان: كلاس 302 فني مهندسي<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: 232 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: 232 فني و مهندسي<BR> امتحان(1404.10.18) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418014_01	تحقيق در عمليات2	3	0	40	15	0	مختلط	اسماعيلي مهين<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 108علوم<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 106 شهيد فخري زاده<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 106 شهيد فخري زاده<BR> امتحان(1404.10.18) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418015_01	اصول مديريت و تئوري سازمان	2	0	40	22	0	مختلط	معين زاده پوريا<BR>	درس(ت): سه شنبه 13:30-15:30 مکان: 106 شهيد فخري زاده<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418021_01	برنامه ريزي و كنترل توليد و موجوديها1	3	0	40	15	0	مختلط	كريمي حسن آبادي محمدعلي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 10:00-12:00 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418030_01	اقتصاد خرد	2	0	40	36	0	مختلط	جلالي خليل آبادي معين<BR>	درس(ت): سه شنبه 17:30-19:30 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418031_01	نظريه احتمال و كاربردها	3	0	40	28	0	مختلط	كريمي حسن آبادي محمدعلي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 119 فني و مهندسي<BR> حل تمرين(ت): چهارشنبه 13:30-15:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.22) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418032_01	كاربست كامپيوتر در محاسبات عددي	2	1	40	14	0	مختلط	ملاحسني سميه<BR>	درس(ت): سه شنبه 08:00-09:00 مکان: 125 فني و مهندسي<BR> حل تمرين(ع): سه شنبه 09:00-10:00 مکان: 125 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418039_01	برنامه ريزي حمل و نقل	3	0	40	15	0	مختلط	اسماعيلي مهين<BR>	درس(ت): شنبه 08:00-10:00 مکان: 141 فني و مهندسي<BR> درس(ت): دوشنبه 10:00-11:00 مکان: 141 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 141 فني و مهندسي<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418043_01	طراحي و نقشه كشي مهندسي	2	1	16	14	0	مختلط	باباپورواجاري امين<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: شهيد فخري زاده راهرو بالا<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418043_02	طراحي و نقشه كشي مهندسي	2	1	21	21	0	مختلط	باباپورواجاري امين<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: 331 فني و مهندسي<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418045_01	روش هاي ساخت و توليد	3	0	45	32	0	مختلط	عزت پور حميدرضا<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: 119 فني و مهندسي<BR> درس(ت): چهارشنبه 08:00-10:00 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418050_01	اصول و مباني فناوري اطلاعات	2	0	40	15	0	مختلط	معين زاده پوريا<BR>	درس(ت): شنبه 13:30-15:30 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418051_01	مباني مهندسي برق و كارگاه	3	1	40	25	0	مختلط	غفاري ابوالفضل<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 229 فني و مهندسي<BR> درس(ع): سه شنبه 15:30-17:30 مکان: 119 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418057_01	كارگاه عمومي جوش،ريخته گري،ذوب و مدل سازي	1	1	16	18	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): دوشنبه 10:00-12:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان دارد
14	فني و مهندسي	18	مهندسي صنايع	1418057_02	كارگاه عمومي جوش،ريخته گري،ذوب و مدل سازي	1	1	16	13	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): دوشنبه 13:30-15:30 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419004_01	ايستايي	2	0	20	18	0	مختلط	عزت پور حميدرضا<BR>	درس(ت): يك شنبه 10:00-11:00 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): يك شنبه 11:00-12:00 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419006_01	مباني مهندسي برق	3	0	12	10	0	مختلط	شاكري شمسي زهرا<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: 231 فني و مهندسي<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 231 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419051_01	متالورژي فيزيكي1	3	0	20	16	0	مختلط	عزت پور حميدرضا<BR>	درس(ت): سه شنبه 10:00-12:00 مکان: 125 فني و مهندسي<BR> درس(ت): چهارشنبه 10:00-12:00 مکان: ك346فني<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419058_01	شيمي فيزيك مواد	3	0	20	9	0	مختلط	باباپورواجاري امين<BR>	درس(ت): شنبه 10:00-12:00 مکان: فني 114<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419087_01	روش هاي پيشرفته مطالعه و آناليز مواد	2	0	15	10	0	مختلط	يوسفي پور كرماني كيان<BR>	درس(ت): يك شنبه 08:00-09:00 مکان: فني 114<BR> حل تمرين(ت): يك شنبه 09:00-10:00 مکان: فني 114<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419089_01	انتخاب مواد و فرايند در طراحي و توليد محصولات جديد	2	0	15	10	0	مختلط	باباپورواجاري امين<BR>	درس(ت): يك شنبه 10:00-11:00 مکان: سيصد و سي<BR> حل تمرين(ت): يك شنبه 11:00-12:00 مکان: سيصد و سي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419096_01	روش هاي تحقيق در علوم مهندسي	2	0	15	10	0	مختلط	عزت پور حميدرضا<BR>	درس(ت): دوشنبه 10:00-11:00 مکان: 344<BR> حل تمرين(ت): دوشنبه 11:00-12:00 مکان: 344<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	19	مهندسي و علم مواد	1419097_01	كانه آرايي و تغليظ مواد	2	0	20	17	0	مختلط	مالكي مقدم مصطفي<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: ك345فني<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
